age,seniority,tenure,monthly_income,satisfaction_score,work_life_balance,overtime,commute_distance,promotion_last_5yrs,performance_score,trg_hrs_last_year,attrition,department_Engineering,department_Finance,department_HR,department_IT,department_Marketing,department_Operations,department_Sales
50,5,27,15322,5,3,0,11.7,0,3,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,2,3,5707,2,2,0,2.2,0,3,25,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,3,11,12410,5,3,1,3.8,0,3,17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2,5,8472,4,3,0,18.7,0,3,10,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47,4,18,12122,5,4,1,12.4,0,2,12,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,1,0,3745,5,3,0,4.3,0,2,16,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,5,22,19487,3,3,0,9.9,0,2,16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1,3,6621,4,2,1,12.7,0,2,19,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,2,3,9065,4,3,0,4.3,0,4,13,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,3,8,8491,5,3,0,36.7,0,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,3,17,12404,3,2,0,14.7,0,2,23,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44,3,16,12446,3,3,0,2.0,0,2,19,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,3,6,7802,4,1,1,12.5,1,3,14,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,2,6,9425,3,4,1,4.3,0,2,14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,0,4870,4,1,0,3.2,0,1,15,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52,5,24,19741,3,3,1,14.2,0,3,16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,1,6236,1,3,1,4.4,0,2,12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,3,5,10298,4,4,1,3.4,0,2,24,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,2,2,7101,4,4,0,8.9,0,3,20,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,4,20,11732,4,3,0,3.8,0,3,20,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,1,0,5517,5,3,0,6.6,0,2,17,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,3,11,10963,2,3,0,13.3,0,2,12,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,3,8,8984,3,1,0,2.5,1,2,12,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,1,2,4772,3,2,0,5.7,0,2,17,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55,1,0,4934,2,4,0,10.3,0,3,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29,1,4,4924,1,3,0,15.6,0,4,11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45,1,0,3984,1,4,0,6.5,0,3,10,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,3,7,8649,3,4,1,12.6,0,3,10,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50,2,6,6624,4,1,0,20.0,0,4,11,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,1,1,3901,4,2,0,2.7,0,1,21,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,3,8,10929,3,3,0,4.7,0,2,13,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,2,4,6713,3,4,0,9.1,0,3,15,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,1,3,6078,1,4,1,26.3,0,2,10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,0,6192,2,3,0,13.2,1,2,14,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,0,4595,3,4,0,3.9,0,2,22,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41,4,12,10435,3,2,0,10.9,0,3,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,1,0,5587,3,3,1,4.9,0,2,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2,2,7328,5,2,0,3.3,0,3,12,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,1,0,3923,3,2,0,2.4,0,2,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,3,21,11682,3,1,0,17.3,0,2,17,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,2,3,8392,3,2,0,2.6,0,2,14,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,1,0,5062,3,2,0,6.9,0,3,18,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,1,0,3000,3,1,1,8.7,0,2,17,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,3,23,12470,2,2,0,15.3,0,2,16,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39,5,17,14317,1,2,0,23.8,1,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,3,8,11172,3,3,0,14.2,0,3,17,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,4,15,11050,3,2,0,8.2,0,2,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,3,19,11191,2,3,0,10.9,1,3,13,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,4,19,15493,4,2,0,5.2,0,3,16,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,2,2,7857,2,3,0,6.4,1,4,18,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,3,13,12170,4,3,0,16.9,1,3,17,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,1,0,5699,2,3,0,4.0,0,3,10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,1,6174,3,3,0,6.1,0,1,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,0,4032,3,2,0,5.2,0,2,10,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,3,9,11625,3,4,0,3.1,0,1,18,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,3,6,9088,5,4,0,6.9,0,3,22,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44,3,9,11757,3,2,1,19.1,0,3,18,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,4,18,14110,3,4,0,27.7,0,3,17,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,3,8,11615,4,3,1,14.7,0,2,17,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34,3,5,11594,3,3,0,20.9,0,3,14,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,2,5,9242,1,3,0,15.2,0,2,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,4,16,11998,4,3,0,6.1,0,3,14,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,1,0,4858,3,1,0,6.5,0,3,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,3,8,10632,5,2,0,1.0,0,2,19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,4,4566,3,1,0,13.3,0,1,7,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,2,7,6933,4,4,0,7.0,0,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,3,6,11947,5,2,0,15.8,0,2,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,3,10,11034,5,3,1,9.9,1,4,16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,3,7,8917,4,3,0,6.7,0,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,3,8,11678,3,3,0,6.4,0,3,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1,1,5102,2,3,1,3.3,0,3,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,1,1,5753,4,2,1,9.2,1,3,12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,3,15,10239,2,1,0,14.8,0,2,14,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,5,15,13205,5,2,0,17.2,0,2,16,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,1,0,4488,4,2,0,5.6,0,2,17,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,3,18,10238,4,3,0,4.7,0,4,16,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,2,2,7330,3,2,0,18.8,0,1,14,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,3,10,8699,2,1,0,20.2,1,3,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,3,5,10938,4,1,0,27.2,0,2,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44,2,5,8253,5,3,1,3.1,0,1,13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2,6,6804,5,1,0,18.6,0,2,17,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,5,15,13146,4,1,1,18.8,0,4,21,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,4,12,15116,4,4,0,6.1,0,3,12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,3,10,12416,2,1,0,1.2,0,3,16,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,1,2,6318,5,1,1,19.4,0,3,15,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52,4,23,16632,3,3,1,8.6,0,1,23,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,3,7,8870,3,3,0,10.7,0,3,17,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,1,0,5200,4,4,0,6.0,0,3,13,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,2,2,6637,4,4,1,20.5,0,3,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,2,5,9244,2,3,1,3.8,0,3,13,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1,0,5903,3,1,0,33.1,0,1,21,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23,1,0,5339,4,3,0,18.1,0,2,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1,2,4414,5,1,0,3.9,0,3,14,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,1,1,5804,3,4,1,19.3,0,3,12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,3,11,12043,4,3,1,13.7,0,1,18,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,4,23,14989,3,3,0,8.0,1,4,12,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43,3,5,12012,3,3,0,15.3,0,3,14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,3,9,9038,5,3,0,3.9,0,2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,3,10,9887,3,3,0,8.8,1,4,11,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,3,15,12002,4,1,0,4.4,1,2,10,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,4,26,13090,4,3,0,4.8,0,4,13,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
39,4,15,12651,4,4,0,17.5,1,2,17,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,3,7,7447,3,2,0,6.1,1,3,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,1,1,4419,3,4,0,5.3,0,3,13,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,1,0,5426,5,4,0,10.9,0,2,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44,5,21,18387,3,4,1,3.2,0,2,11,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43,3,8,8858,4,4,0,3.4,0,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,3,20,10898,3,4,0,13.8,0,2,14,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,3,10,12584,2,2,0,9.2,0,3,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,3,18,12029,5,3,1,8.2,0,2,15,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,1,1,6174,3,3,0,16.5,0,4,18,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,3,23,14321,4,1,0,5.3,0,2,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1,0,4552,4,4,0,4.6,0,4,21,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,3,9,8758,4,3,0,9.7,1,2,19,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,4,15,12561,3,3,0,3.5,0,2,21,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,4,17,14378,4,4,1,12.0,0,3,22,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41,2,2,6276,4,2,1,7.1,0,2,14,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,1,0,4727,2,2,0,3.9,1,3,15,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,2,5,8340,2,2,0,13.6,1,4,19,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,3,18,10982,3,2,0,13.2,0,4,12,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49,3,21,14714,3,2,0,10.2,0,4,16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,5,18,15814,4,3,0,5.2,0,2,9,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39,4,10,13589,4,2,0,14.5,0,3,13,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,5,26,15584,3,4,1,21.3,0,3,17,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,3,7,10057,2,4,1,2.9,0,3,10,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,2,4,6528,2,2,1,10.4,0,3,13,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,1,3,7020,3,4,0,13.8,0,1,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2,8,7870,5,2,0,20.0,0,3,26,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,1,0,4055,4,2,0,15.7,0,4,20,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,3,14,9998,5,3,0,5.0,1,1,14,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,2,4,8613,4,4,0,10.0,0,1,6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53,4,27,16494,3,4,0,6.6,0,3,10,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,3,13,10145,1,3,0,7.5,0,3,12,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,2,3,8575,5,3,0,6.8,0,2,13,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,2,7,6858,3,3,1,2.4,0,3,20,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,2,3,6432,5,3,1,10.3,0,3,14,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,5,16,18151,4,3,0,13.3,0,2,21,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,1,4127,4,2,0,1.4,0,2,20,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,4,19,16280,3,1,0,8.7,0,3,18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1,1,4309,4,4,1,1.8,0,2,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,4,10,13544,4,3,0,4.0,0,2,19,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24,1,1,5715,4,2,1,4.9,0,4,16,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,3,18,9889,4,4,0,9.7,0,3,12,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,3,13,12741,5,4,0,12.3,0,3,11,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,2,10,9472,1,4,0,10.9,0,2,9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,2,8,6368,3,2,0,9.8,0,3,10,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,3,6,9222,4,3,1,1.0,0,3,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,3,19,13753,4,4,0,7.0,1,3,12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,0,5062,3,3,0,10.0,0,2,9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39,1,2,4248,4,3,1,6.7,0,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,3,5,8603,4,2,0,12.3,0,2,20,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,3,7,9093,3,3,0,9.8,0,4,15,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,1,3,6363,3,3,0,8.8,0,3,13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49,4,25,13021,3,3,1,4.7,0,4,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,3,9,7939,5,3,0,7.5,0,3,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,1,1,7199,5,2,1,4.6,0,3,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,3,7,10373,4,3,1,9.4,0,2,14,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,3,6,10646,5,3,0,5.9,0,3,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,9,8157,2,3,0,6.4,0,2,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23,1,0,5404,3,2,0,5.0,0,2,17,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,4,17,11331,5,3,0,6.1,0,3,14,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,1,4,6189,3,2,1,1.6,1,3,16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,4,21,12990,4,3,0,5.8,0,2,14,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,1,0,4682,5,2,0,19.2,0,2,9,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,3,17,9409,3,3,0,1.6,1,3,18,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,1,1,5952,3,4,1,16.8,0,3,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,3,12,9899,2,4,0,6.2,0,3,16,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,3,6,8880,5,4,0,35.4,0,2,17,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,2,13,7486,5,3,0,3.9,0,1,18,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,1,1,4637,3,2,0,10.1,0,2,14,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,4,13,11614,5,4,0,8.6,0,3,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48,2,3,6281,4,3,0,8.6,0,4,13,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45,2,14,8912,2,3,0,17.7,1,2,17,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,3,7,11278,1,2,0,21.5,0,3,17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,3,6,11820,1,2,1,9.2,0,3,12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
44,3,13,12789,2,2,1,7.2,0,4,21,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2,8,6560,4,3,0,26.8,0,2,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,1,0,4903,3,4,0,3.3,0,3,17,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45,3,19,12551,5,3,0,7.2,0,1,17,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,1,2,4813,3,3,0,6.0,0,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50,4,25,17590,4,3,1,4.1,0,3,13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1,0,5211,3,2,0,6.2,0,4,10,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,1,0,5116,2,2,0,13.1,0,2,14,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,3,15,13222,5,4,1,10.3,1,3,19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,3,9359,3,4,1,24.6,1,2,14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,0,5283,5,3,0,1.8,0,1,14,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,1,2,6399,5,1,1,9.5,0,2,13,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,3,7,10340,4,2,0,7.1,0,3,14,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,2,2,6029,1,4,1,10.8,0,3,16,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,4,18,12839,5,2,1,5.3,0,2,9,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,3,8,10596,2,3,0,4.3,0,3,15,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,1,0,4187,5,3,0,4.7,0,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,2,2,7062,4,3,1,17.0,0,3,11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,2,3,7671,3,2,0,10.1,0,2,14,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34,3,8,13013,4,1,0,7.2,1,3,11,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,3,11,9451,3,1,0,8.9,0,4,11,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,2,3,9354,4,3,0,3.5,0,2,20,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,4,10,10949,3,3,0,5.1,0,2,16,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,1,2,4580,3,4,0,8.9,0,2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,3,15,10106,3,3,0,2.4,0,3,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,1,0,5978,3,3,0,9.8,0,3,10,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,1,0,4294,3,3,0,8.0,0,3,21,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,3,22,11997,2,3,0,14.7,0,2,11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,4,21,13284,4,4,0,5.8,0,2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,1,0,5172,3,3,0,8.7,0,4,14,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,1,1,4110,4,3,0,8.4,0,2,13,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,3,7,8409,3,4,1,11.3,0,3,10,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,1,0,5910,5,3,1,15.8,0,2,10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,0,4708,5,2,0,4.1,0,2,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30,2,3,5512,5,2,0,6.4,0,2,17,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,5,21,15626,3,3,1,7.3,0,2,12,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,2,5,8160,1,3,0,6.3,0,2,17,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,3,6,8416,3,4,1,9.8,0,3,20,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,3,13,12380,5,2,0,8.5,0,2,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,0,4601,4,2,0,3.6,0,2,18,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,4,10,13833,3,2,0,4.4,0,2,18,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,1,3,4625,4,4,1,3.3,0,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,2,13,10603,4,2,1,1.0,0,3,18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,4,6640,4,4,0,6.3,0,2,14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2,4,6967,3,3,0,8.2,0,4,21,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,2,7,7780,3,1,0,3.6,0,2,21,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,4,19,16300,4,2,0,13.2,0,2,13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2,5,7476,4,2,1,10.1,0,2,14,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,2,6,8816,3,2,0,11.4,0,3,13,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,2,9,10041,3,4,1,8.7,0,3,16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29,3,6,10175,3,3,0,7.1,0,3,9,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,3,9,12747,5,1,0,16.7,0,4,16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1,0,4377,3,3,1,2.6,0,3,15,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,3,8,11243,5,4,0,21.4,0,4,23,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2,2,9302,4,3,1,4.3,0,3,13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1,3,5304,5,3,0,10.0,0,4,15,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47,4,15,15527,2,3,0,10.5,0,3,25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2,5,9511,2,2,0,17.5,1,2,19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,3,13,11313,3,4,1,15.0,1,3,11,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,1,4,4285,4,3,0,4.7,0,3,15,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43,3,17,11017,3,1,0,12.6,0,2,15,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44,4,15,12522,2,4,0,30.2,0,2,18,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,1,0,4867,4,3,0,9.5,0,4,16,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,4,15,14648,3,2,0,13.3,0,4,22,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,1,1,5179,4,2,1,3.8,0,2,9,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,3,6,11264,5,3,0,7.6,0,2,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,4,24,12525,5,3,0,11.5,0,2,8,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,3,8,8482,3,2,0,1.1,0,2,22,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,2,6,9415,2,3,0,5.3,0,3,15,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,4,15,13644,3,2,0,8.2,0,3,21,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,2,2,8543,2,2,0,5.9,0,3,13,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,1,0,3596,1,4,0,6.8,0,3,22,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,4,22,12062,5,2,0,35.7,1,2,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43,3,7,8801,5,3,0,5.7,1,3,15,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,1,0,6497,3,2,0,2.5,0,4,12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,1,6670,4,2,1,5.8,0,2,19,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,3,8,9704,3,2,0,5.1,0,3,20,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
