EmployeeID,age,department,seniority,tenure,monthly_income,satisfaction_score,work_life_balance,overtime,commute_distance,promotion_last_5yrs,performance_score,trg_hrs_last_year,attrition,attrition_probability,risk_category
EMP5135,38,Operations,3,7,8348,5,4,Yes,1.6,No,3,16,0,0.39991211911280455,Medium Risk
EMP5136,42,Engineering,3,5,11220,5,4,No,2.9,No,2,21,0,0.28174316153248935,Low Risk
EMP5137,45,Sales,2,4,6644,2,4,Yes,16.7,No,3,21,0,0.665668541152093,High Risk
EMP5138,31,Marketing,2,3,7204,2,2,No,2.9,No,3,9,0,0.558043654707328,Medium Risk
EMP5139,31,Finance,2,5,8382,4,2,No,8.4,No,1,16,0,0.43711777005530045,Medium Risk
EMP5140,32,HR,2,5,6157,4,3,No,8.0,No,2,15,0,0.2911625715100712,Low Risk
EMP5141,43,Sales,4,21,12506,3,3,No,20.0,No,1,15,0,0.3459541577343311,Medium Risk
EMP5142,48,Operations,5,16,13716,3,2,No,29.8,No,2,19,0,0.440751370279652,Medium Risk
EMP5143,33,Marketing,3,5,9312,4,1,Yes,10.2,No,2,16,0,0.6687890606670521,High Risk
EMP5144,47,Operations,4,16,12427,4,3,No,12.3,No,2,16,0,0.3328331639096105,Medium Risk
EMP5145,39,IT,2,4,9123,4,2,Yes,13.9,No,3,18,1,0.6622174954894483,High Risk
EMP5146,36,Operations,3,6,7870,4,4,No,15.4,No,1,25,0,0.34480302726458323,Medium Risk
EMP5147,35,IT,1,0,5790,3,2,Yes,4.5,No,2,14,1,0.7250881526572349,High Risk
EMP5148,45,IT,3,16,12132,3,2,Yes,7.7,No,2,16,1,0.6191064642497454,High Risk
EMP5149,41,Marketing,3,12,11437,2,2,No,12.3,No,3,12,0,0.5397621575048992,Medium Risk
EMP5150,60,Finance,3,31,14552,5,2,No,5.2,No,3,20,0,0.2786049658571888,Low Risk
EMP5151,29,Finance,2,6,8583,4,3,No,3.7,No,2,12,1,0.34342762754344525,Medium Risk
EMP5152,43,Marketing,4,21,14260,4,4,Yes,8.5,No,3,14,0,0.38612595340565103,Medium Risk
EMP5153,32,Sales,3,6,8913,2,3,Yes,9.9,Yes,2,10,0,0.5889862498422123,Medium Risk
EMP5154,29,Engineering,2,5,8820,4,3,No,6.3,Yes,2,17,0,0.3442499506226307,Medium Risk
EMP5155,37,Sales,1,4,5051,5,4,No,5.6,No,2,14,0,0.329756875243127,Medium Risk
EMP5156,39,Engineering,3,5,12177,4,2,No,2.8,No,2,22,0,0.46324629641057774,Medium Risk
EMP5157,60,Sales,2,13,7971,4,2,No,4.3,Yes,4,14,0,0.4024311214413496,Medium Risk
EMP5158,36,IT,1,2,6796,3,3,Yes,5.6,No,4,12,0,0.6573314985043348,High Risk
EMP5159,26,HR,1,0,3763,4,2,No,15.9,No,2,16,0,0.41291208577654115,Medium Risk
EMP5160,40,Sales,4,14,12089,3,4,Yes,6.6,Yes,2,12,1,0.4090881790270217,Medium Risk
EMP5161,22,Marketing,1,0,5980,3,4,No,19.7,No,3,19,0,0.48057816621598204,Medium Risk
EMP5162,37,Sales,1,4,5382,5,3,No,12.6,No,3,10,0,0.3892822047086293,Medium Risk
EMP5163,38,Operations,2,9,7406,2,3,No,2.9,No,3,19,0,0.5064095465499484,Medium Risk
EMP5164,45,Engineering,2,9,10076,5,3,No,7.1,Yes,2,13,0,0.31147056305027415,Medium Risk
EMP5165,47,Engineering,5,22,19399,3,3,Yes,9.3,No,2,15,0,0.5042182414452506,Medium Risk
EMP5166,32,Operations,2,2,5761,3,3,No,8.5,Yes,3,8,0,0.40469873333984835,Medium Risk
EMP5167,36,Marketing,1,0,5249,3,1,No,2.1,No,2,9,1,0.6391177744666063,High Risk
EMP5168,30,Operations,1,2,4628,3,3,No,1.7,No,2,15,0,0.506460692964147,Medium Risk
EMP5169,26,Engineering,1,0,4916,4,2,No,6.4,Yes,3,7,1,0.40546197944349494,Medium Risk
EMP5170,41,Engineering,2,4,9123,2,1,Yes,7.8,No,4,13,0,0.7799494765303051,High Risk
EMP5171,25,HR,1,2,3804,4,3,No,42.1,No,3,18,0,0.37839732654073116,Medium Risk
EMP5172,33,Sales,2,2,6656,3,3,No,5.0,No,3,15,0,0.45698673049044214,Medium Risk
EMP5173,28,Sales,2,3,7242,5,3,No,3.6,No,3,13,0,0.3334368564061438,Medium Risk
EMP5174,43,Sales,3,16,10032,3,3,No,4.4,No,3,7,0,0.34595645118023205,Medium Risk
EMP5175,56,Operations,2,2,6120,1,2,Yes,16.8,No,3,13,1,0.8255136775837604,High Risk
EMP5176,24,Finance,2,2,7787,5,3,No,7.6,No,3,7,0,0.28789342355386405,Low Risk
EMP5177,22,Sales,1,0,5070,5,3,No,18.1,No,2,9,0,0.3998439703148153,Medium Risk
EMP5178,36,Engineering,2,3,8575,2,4,No,1.8,No,2,20,1,0.46033734334834875,Medium Risk
EMP5179,38,IT,1,1,6058,5,3,No,14.0,No,1,21,0,0.4347897806904221,Medium Risk
EMP5180,40,Sales,4,13,12165,3,1,No,5.3,No,2,15,0,0.4798740424541122,Medium Risk
EMP5181,33,Marketing,2,4,7979,5,3,No,15.8,No,3,19,0,0.3808828571236287,Medium Risk
EMP5182,35,HR,2,4,5715,3,4,No,11.9,No,2,13,0,0.2945474707646151,Low Risk
EMP5183,41,Finance,1,1,5522,1,2,No,15.4,No,2,16,0,0.6778919997259559,High Risk
EMP5184,48,Engineering,3,14,13700,4,4,Yes,6.8,No,3,22,1,0.48725741570730857,Medium Risk
EMP5185,22,IT,1,0,5792,5,3,No,10.5,No,2,15,0,0.37581371295842836,Medium Risk
EMP5186,34,Engineering,4,10,15215,2,4,No,13.4,No,3,19,0,0.39174195949533386,Medium Risk
EMP5187,40,Engineering,3,9,13178,4,3,Yes,10.4,Yes,3,18,0,0.5164527266586302,Medium Risk
EMP5188,28,Engineering,2,3,8816,4,3,No,19.5,No,2,14,0,0.4172818415206584,Medium Risk
EMP5189,55,Engineering,5,29,20365,3,4,No,5.0,No,3,6,0,0.2378607068901413,Low Risk
EMP5190,31,Sales,1,0,4976,4,4,No,14.2,No,2,18,0,0.422753613009067,Medium Risk
EMP5191,37,IT,2,2,7740,4,2,No,7.0,No,2,8,0,0.4542718698467694,Medium Risk
EMP5192,43,Sales,2,13,8450,4,4,Yes,9.5,No,2,16,0,0.5004848725330199,Medium Risk
EMP5193,32,Operations,2,8,7831,5,3,No,13.5,No,3,15,1,0.3527521354619161,Medium Risk
EMP5194,22,Engineering,1,0,5211,3,4,Yes,5.9,No,3,16,0,0.5700185723680198,Medium Risk
EMP5195,33,Engineering,3,9,12093,4,2,No,1.7,No,3,20,0,0.401782355250591,Medium Risk
EMP5196,48,Sales,4,22,13257,4,2,No,4.5,No,3,14,0,0.3206006998862698,Medium Risk
EMP5197,34,HR,4,12,10550,3,3,No,16.3,No,3,16,0,0.25308177801859716,Low Risk
EMP5198,29,Finance,3,5,10549,3,4,No,1.4,No,3,15,0,0.30725674205481246,Medium Risk
EMP5199,47,Operations,4,13,10634,5,3,No,20.4,No,3,14,0,0.2771711735410454,Low Risk
EMP5200,34,Finance,1,0,5692,3,4,Yes,8.4,No,2,20,0,0.6089117843126671,High Risk
EMP5201,32,HR,2,8,6427,3,2,No,1.0,No,3,14,0,0.35829211519667103,Medium Risk
EMP5202,39,Sales,2,8,7139,5,2,No,8.8,No,3,16,0,0.39052866173169354,Medium Risk
EMP5203,45,IT,4,16,14216,3,3,Yes,6.9,No,2,12,0,0.515090704966027,Medium Risk
EMP5204,60,IT,4,13,13997,5,2,Yes,10.6,No,2,24,0,0.547621453325478,Medium Risk
EMP5205,46,Engineering,4,12,15738,3,2,Yes,2.2,No,3,14,0,0.6207356450021648,High Risk
EMP5206,49,Sales,3,12,9938,4,3,No,24.3,No,2,22,0,0.40635775032641425,Medium Risk
EMP5207,32,Finance,3,5,11019,3,2,No,5.5,No,2,18,0,0.46242702753549164,Medium Risk
EMP5208,27,Operations,1,1,3906,3,3,No,12.0,No,3,8,0,0.48973753737652864,Medium Risk
EMP5209,38,Marketing,3,7,9077,4,2,Yes,17.2,No,3,8,0,0.5893935675264583,Medium Risk
EMP5210,39,Engineering,3,5,11221,5,4,No,13.7,No,2,11,0,0.2764677080431648,Low Risk
EMP5211,27,Operations,1,0,3242,5,4,Yes,7.1,No,2,19,0,0.505627135798542,Medium Risk
EMP5212,36,Sales,1,2,4449,5,4,No,7.4,No,4,22,0,0.3321916495312408,Medium Risk
EMP5213,41,Engineering,3,17,13925,4,2,No,19.7,Yes,3,18,0,0.3768371336221625,Medium Risk
EMP5214,41,Sales,4,17,12400,1,4,Yes,1.0,No,2,8,0,0.5333930126984422,Medium Risk
EMP5215,43,Sales,4,21,13774,4,3,No,6.0,No,4,15,0,0.2695773653839481,Low Risk
EMP5216,40,IT,3,5,11475,4,1,No,8.1,No,2,10,0,0.503853407458785,Medium Risk
EMP5217,32,Marketing,2,10,9033,2,2,Yes,3.3,No,2,19,1,0.7278791248263531,High Risk
EMP5218,32,Operations,2,2,6058,4,3,No,12.4,No,3,18,0,0.425015737910677,Medium Risk
EMP5219,26,HR,2,4,5504,4,3,No,7.7,No,3,23,0,0.2818009316797671,Low Risk
EMP5220,55,Operations,3,23,10502,3,3,No,9.8,No,3,8,0,0.3553472349768406,Medium Risk
EMP5221,38,Marketing,1,1,5762,3,4,Yes,1.9,No,3,19,0,0.641609580552048,High Risk
EMP5222,35,Sales,3,6,9089,3,4,No,1.9,No,4,18,0,0.3361686908975048,Medium Risk
EMP5223,28,Operations,2,3,5642,5,3,Yes,5.4,No,3,21,0,0.5107309311604475,Medium Risk
EMP5224,60,Sales,4,27,14274,4,3,Yes,10.0,Yes,2,15,0,0.4090785910574902,Medium Risk
EMP5225,27,HR,1,0,3220,4,3,No,2.8,No,3,7,0,0.299433740059136,Low Risk
EMP5226,33,HR,1,1,4380,5,4,No,20.0,No,3,19,0,0.27002803095074374,Low Risk
EMP5227,42,Sales,3,15,10220,3,4,Yes,11.7,No,3,9,0,0.4806883686355652,Medium Risk
EMP5228,44,Sales,2,3,7094,5,1,No,11.4,No,3,14,1,0.5027595316962677,Medium Risk
EMP5229,47,Operations,3,6,8327,4,3,No,19.7,No,4,17,0,0.39935490236911253,Medium Risk
EMP5230,56,Engineering,5,17,18512,5,3,No,7.9,No,3,14,0,0.26254986047623957,Low Risk
EMP5231,43,Engineering,3,5,10784,4,3,No,10.8,No,3,21,0,0.38810526750775776,Medium Risk
EMP5232,27,Marketing,1,1,5317,4,2,No,19.8,No,4,22,0,0.5364772367886733,Medium Risk
EMP5233,35,Engineering,3,11,12228,3,3,No,13.1,No,2,10,0,0.39840279746067314,Medium Risk
EMP5234,41,Operations,2,6,6966,3,3,No,11.9,No,2,7,0,0.4733712630678623,Medium Risk
EMP5235,58,Operations,3,33,12356,3,1,No,14.0,No,3,12,0,0.45564494618644225,Medium Risk
EMP5236,24,Sales,2,2,6152,4,3,Yes,5.3,No,2,25,0,0.5759847471282438,Medium Risk
EMP5237,50,Marketing,3,8,10147,3,4,No,3.3,No,3,13,0,0.37124929383445815,Medium Risk
EMP5238,39,Engineering,1,3,7068,5,2,No,4.0,No,2,19,1,0.4668146266652778,Medium Risk
EMP5239,46,Marketing,4,13,12648,3,4,No,10.8,No,4,17,0,0.3159142804448133,Medium Risk
EMP5240,36,HR,2,4,6299,4,3,No,6.6,No,2,11,0,0.29827569892041694,Low Risk
EMP5241,29,Engineering,1,0,5663,4,2,No,10.0,No,4,14,0,0.4813944490355589,Medium Risk
EMP5242,45,Sales,2,6,6217,4,4,No,5.2,No,4,13,0,0.3178160079822176,Medium Risk
EMP5243,44,Marketing,2,7,8087,2,4,No,5.3,Yes,2,14,1,0.42574631454407463,Medium Risk
EMP5244,47,Sales,4,14,13945,3,3,Yes,18.1,Yes,3,20,0,0.550031971690497,Medium Risk
EMP5245,37,Sales,2,10,7131,3,1,Yes,3.1,No,3,17,0,0.7014162302609895,High Risk
EMP5246,32,IT,2,2,8899,3,1,No,2.0,Yes,1,16,0,0.5571336109612608,Medium Risk
EMP5247,22,Engineering,1,0,4814,4,3,Yes,6.7,No,2,16,0,0.5792399796058438,Medium Risk
EMP5248,46,Marketing,2,10,8472,3,1,Yes,7.9,No,2,19,0,0.7545590504926188,High Risk
EMP5249,42,Engineering,5,19,17753,1,3,Yes,5.0,No,3,10,0,0.5725699695618431,Medium Risk
EMP5250,28,Operations,3,6,8676,5,1,Yes,18.4,No,3,19,1,0.616189047401771,High Risk
EMP5251,32,Engineering,2,3,8573,3,4,No,19.9,No,3,23,0,0.4253156478445809,Medium Risk
EMP5252,33,Engineering,1,1,5855,3,4,Yes,1.6,No,2,14,0,0.5952038405092945,Medium Risk
EMP5253,23,Marketing,1,1,4583,4,4,No,13.1,No,2,21,0,0.3939310392843353,Medium Risk
EMP5254,29,Operations,1,1,3275,5,4,No,6.6,No,2,17,1,0.3290872888448651,Medium Risk
EMP5255,26,Operations,1,0,4052,4,4,No,2.2,No,2,19,0,0.39282297438753244,Medium Risk
EMP5256,33,Engineering,1,1,5794,3,3,Yes,21.4,No,2,14,0,0.6867729970409957,High Risk
EMP5257,30,Operations,1,0,3991,3,3,No,10.3,No,3,14,0,0.5150226530276287,Medium Risk
EMP5258,22,Finance,1,0,5328,4,3,Yes,15.3,No,3,16,0,0.5774153071870853,Medium Risk
EMP5259,58,IT,1,0,5379,2,4,Yes,1.1,No,2,13,0,0.6970595514079502,High Risk
EMP5260,50,IT,1,0,5859,3,3,No,12.0,No,2,14,0,0.5521937607425494,Medium Risk
EMP5261,30,Marketing,1,2,5190,4,3,No,3.7,No,2,17,0,0.44834936478076187,Medium Risk
EMP5262,40,Finance,3,9,11662,4,3,No,12.0,No,3,8,0,0.32875004177235484,Medium Risk
EMP5263,42,Marketing,3,17,12739,4,2,No,10.7,No,2,13,0,0.4209149641277624,Medium Risk
EMP5264,49,Marketing,4,11,12764,4,4,No,5.3,No,2,17,0,0.2956900828524264,Low Risk
EMP5265,29,Sales,2,3,7303,3,3,No,9.3,No,2,14,0,0.4682050193008994,Medium Risk
EMP5266,48,Sales,4,16,12362,3,3,No,3.4,No,3,19,0,0.3505516937118548,Medium Risk
EMP5267,32,Sales,1,0,4732,4,3,No,34.0,No,3,18,0,0.5110068977851477,Medium Risk
EMP5268,24,IT,1,1,5787,3,3,No,11.4,No,2,14,0,0.4844277562477602,Medium Risk
EMP5269,45,Sales,2,9,7598,5,3,Yes,8.0,No,4,22,0,0.5162209766083476,Medium Risk
EMP5270,50,Sales,4,17,12052,3,4,No,6.0,No,2,18,0,0.2981996323018261,Low Risk
EMP5271,60,Engineering,1,1,6858,1,2,Yes,5.7,No,2,20,1,0.8515354151406149,High Risk
EMP5272,26,Marketing,1,2,5783,4,3,No,26.9,No,3,17,0,0.48501579648546933,Medium Risk
EMP5273,44,IT,1,1,6077,5,1,No,2.7,No,2,9,0,0.5182726996196987,Medium Risk
EMP5274,33,Finance,3,5,10137,3,1,No,10.9,No,2,13,1,0.5112271251342775,Medium Risk
EMP5275,45,Engineering,4,22,16411,2,2,Yes,6.9,No,3,12,1,0.6144149499873449,High Risk
EMP5276,23,IT,1,1,6433,3,2,Yes,8.5,No,1,15,1,0.7227354689208914,High Risk
EMP5277,25,Sales,1,1,5872,4,3,Yes,8.4,No,3,16,0,0.6286377095733378,High Risk
EMP5278,30,IT,1,2,6138,4,4,No,4.6,No,3,17,0,0.36254485306240275,Medium Risk
EMP5279,38,Sales,2,14,9012,4,3,Yes,19.2,No,2,17,0,0.5752112587727698,Medium Risk
EMP5280,31,Operations,2,2,6266,1,3,Yes,15.8,Yes,3,2,0,0.6928143356300839,High Risk
EMP5281,44,Sales,2,11,8587,2,2,Yes,11.5,Yes,2,11,0,0.6996096992846075,High Risk
EMP5282,48,IT,4,17,14264,3,3,No,9.9,Yes,4,14,0,0.29676052098555666,Low Risk
EMP5283,43,Sales,4,15,11719,4,4,No,5.5,No,3,16,0,0.23702830597736443,Low Risk
EMP5284,54,Sales,1,1,4806,4,3,No,1.7,No,2,20,0,0.5052412129214086,Medium Risk
EMP5285,42,Operations,3,10,8451,4,2,Yes,4.1,No,2,14,0,0.5791834443087671,Medium Risk
EMP5286,25,Sales,2,3,6962,4,1,No,9.4,No,1,14,0,0.5315880599207169,Medium Risk
EMP5287,51,Operations,2,4,6499,4,3,No,6.0,No,3,22,0,0.45494380451451616,Medium Risk
EMP5288,31,Finance,3,7,10147,5,3,No,12.1,Yes,3,18,0,0.23676872481757827,Low Risk
EMP5289,47,Marketing,2,5,6853,4,4,Yes,2.7,No,2,18,0,0.533229458903261,Medium Risk
EMP5290,53,Engineering,5,24,19366,4,1,Yes,1.0,No,2,14,0,0.551568296830424,Medium Risk
EMP5291,42,IT,2,10,9046,4,2,No,10.8,No,2,11,0,0.43976564972119375,Medium Risk
EMP5292,23,Operations,1,0,3971,4,2,No,5.2,Yes,2,11,0,0.45379666740488,Medium Risk
EMP5293,28,Engineering,1,1,6465,5,3,No,9.6,No,3,14,0,0.3770669737981192,Medium Risk
EMP5294,51,Sales,2,3,6709,4,2,No,6.5,No,4,15,0,0.48836540904894965,Medium Risk
EMP5295,36,Engineering,2,8,9388,2,2,No,4.1,No,2,21,0,0.5680838221841346,Medium Risk
EMP5296,38,Sales,4,11,10791,4,3,Yes,10.1,No,3,12,0,0.4507190047032665,Medium Risk
EMP5297,45,Marketing,2,9,9099,4,1,Yes,11.5,No,2,10,0,0.7142374880326322,High Risk
EMP5298,44,Operations,4,13,11592,5,4,No,10.7,No,2,16,0,0.23425133743766072,Low Risk
EMP5299,40,Operations,2,4,6157,3,4,No,5.5,No,2,14,0,0.4118141134137975,Medium Risk
EMP5300,35,Operations,1,0,3748,5,2,No,20.9,No,2,16,0,0.5036491729610703,Medium Risk
EMP5301,34,Engineering,2,4,8719,4,2,Yes,4.1,No,2,16,0,0.630477012912529,High Risk
EMP5302,46,Engineering,4,15,14960,5,2,No,18.0,No,3,23,0,0.3475113255514803,Medium Risk
EMP5303,43,Operations,2,4,6331,4,4,No,12.7,No,3,16,0,0.3740337619402813,Medium Risk
EMP5304,35,Operations,2,4,7038,5,3,No,9.4,No,2,19,0,0.3841826005873548,Medium Risk
EMP5305,48,Finance,4,17,15155,3,3,No,13.7,No,3,16,0,0.3506196273719849,Medium Risk
EMP5306,36,Sales,4,12,12204,3,3,Yes,4.3,Yes,2,13,0,0.4781390396090471,Medium Risk
EMP5307,29,Marketing,2,5,7101,4,2,No,10.4,No,3,16,0,0.4497310390401295,Medium Risk
EMP5308,30,Engineering,2,4,8482,3,4,No,2.7,No,2,16,1,0.3758046984331483,Medium Risk
EMP5309,28,Sales,1,1,5131,5,4,No,2.2,Yes,2,19,0,0.29902886827342534,Low Risk
EMP5310,35,Finance,4,11,13975,3,4,No,11.6,No,2,11,0,0.28912944290319115,Low Risk
EMP5311,50,Engineering,3,9,11932,2,2,Yes,3.1,No,2,18,0,0.7185847533708207,High Risk
EMP5312,29,IT,3,6,11695,3,3,No,22.2,No,3,18,0,0.44088398508202176,Medium Risk
EMP5313,39,Engineering,3,10,12552,3,3,No,5.1,Yes,3,25,0,0.3829367380942879,Medium Risk
EMP5314,31,Marketing,3,9,9583,1,3,No,14.5,No,2,10,0,0.5111528560794008,Medium Risk
EMP5315,35,Operations,2,11,6401,3,1,No,8.0,Yes,2,9,0,0.48776987046981896,Medium Risk
EMP5316,22,Engineering,1,0,5993,1,4,No,15.0,Yes,2,8,0,0.4904558125818369,Medium Risk
EMP5317,35,Operations,2,10,6300,4,3,Yes,9.6,Yes,3,15,0,0.4912149561814021,Medium Risk
EMP5318,36,Finance,1,2,6347,3,3,Yes,13.7,No,3,8,0,0.6459162462235076,High Risk
EMP5319,43,IT,4,12,14815,2,2,Yes,4.5,No,3,11,0,0.6530214073441855,High Risk
EMP5320,40,Engineering,2,2,8516,4,3,No,12.4,No,2,15,0,0.43425326792017177,Medium Risk
EMP5321,26,Sales,2,3,6133,1,2,No,15.5,No,2,25,1,0.6479304474493784,High Risk
EMP5322,48,Engineering,2,14,10031,4,4,Yes,9.4,No,3,11,0,0.4732839877795235,Medium Risk
EMP5323,40,Operations,2,7,5416,4,2,No,7.6,Yes,2,14,0,0.4022076512604148,Medium Risk
EMP5324,39,HR,4,16,11897,4,1,No,2.5,Yes,3,27,0,0.27209314662408146,Low Risk
EMP5325,37,Engineering,1,0,6096,2,3,No,1.7,No,1,13,1,0.5702295601773049,Medium Risk
EMP5326,32,Sales,2,4,6809,5,3,No,11.2,No,3,11,0,0.33627228858505936,Medium Risk
EMP5327,40,Engineering,2,7,10367,3,3,No,16.5,Yes,3,15,0,0.43982596475806096,Medium Risk
EMP5328,42,Finance,3,13,11375,1,2,No,2.7,No,3,13,0,0.517265297421585,Medium Risk
EMP5329,22,Sales,1,0,4399,4,3,No,22.0,No,3,19,0,0.46183308236709764,Medium Risk
EMP5330,32,Engineering,2,9,9402,5,3,No,11.7,No,3,17,0,0.3207856578450927,Medium Risk
EMP5331,35,Sales,3,10,10640,3,3,No,4.5,No,3,21,1,0.41218092982389726,Medium Risk
EMP5332,40,Finance,3,18,12455,3,3,No,3.4,No,3,16,0,0.3295342264695484,Medium Risk
EMP5333,49,Operations,3,7,8702,3,2,No,26.6,No,3,17,0,0.5451063613074876,Medium Risk
EMP5334,30,Marketing,1,2,6110,1,3,No,3.4,No,3,17,0,0.6251787267635603,High Risk
EMP5335,33,Sales,2,3,7292,4,3,No,26.0,No,3,22,0,0.45790403143531416,Medium Risk
EMP5336,32,Sales,2,9,6837,5,4,No,9.2,No,3,23,0,0.2677299687971529,Low Risk
EMP5337,29,Engineering,3,6,11542,3,3,Yes,19.4,No,3,13,0,0.5936559366316082,Medium Risk
EMP5338,34,Marketing,2,2,7264,2,3,No,3.0,No,3,17,0,0.5274892705776089,Medium Risk
EMP5339,45,HR,2,3,6130,3,4,No,5.2,No,4,15,0,0.3025767759429452,Medium Risk
EMP5340,27,IT,2,3,8727,5,1,Yes,8.6,No,3,15,0,0.6285819051957467,High Risk
EMP5341,42,IT,5,19,17476,4,3,No,3.9,No,4,9,0,0.23751300716640877,Low Risk
EMP5342,22,Sales,1,0,5264,3,4,No,5.8,No,3,13,0,0.42956382087293854,Medium Risk
EMP5343,32,Sales,2,3,6972,4,1,No,9.3,No,2,13,1,0.5352015484282822,Medium Risk
EMP5344,34,Engineering,4,12,15325,3,4,Yes,12.7,No,3,25,0,0.5052646725402995,Medium Risk
EMP5345,54,Engineering,4,16,16286,1,3,Yes,9.8,No,3,19,0,0.6867050423764096,High Risk
EMP5346,35,Marketing,3,6,10038,5,1,No,9.5,Yes,3,20,0,0.4057530510974957,Medium Risk
EMP5347,22,Operations,1,0,4095,4,2,No,10.1,No,3,11,0,0.49828162612808163,Medium Risk
EMP5348,22,Sales,1,0,4318,5,2,No,21.2,No,2,11,0,0.45768683326664483,Medium Risk
EMP5349,38,Operations,4,15,11377,4,3,No,19.2,No,2,15,0,0.3148769894070393,Medium Risk
EMP5350,44,Marketing,4,16,13319,3,4,No,18.0,No,3,16,0,0.3209354771558639,Medium Risk
EMP5351,41,IT,2,5,7914,3,3,No,7.0,No,3,22,0,0.45597161118339896,Medium Risk
EMP5352,39,Finance,2,2,7689,3,3,Yes,14.3,Yes,2,16,0,0.5910555455039878,Medium Risk
EMP5353,49,Finance,4,19,14403,3,2,No,1.8,No,2,30,0,0.39857189773024737,Medium Risk
EMP5354,32,Sales,3,7,8135,2,3,No,26.4,No,4,16,0,0.46100655453376593,Medium Risk
EMP5355,46,Operations,2,3,6408,3,4,No,5.7,No,2,15,0,0.439557027925904,Medium Risk
EMP5356,22,Sales,1,0,4721,4,3,No,7.5,No,3,18,0,0.4383275794312581,Medium Risk
EMP5357,28,Finance,1,3,5519,3,3,No,10.5,No,3,16,0,0.443975988160885,Medium Risk
EMP5358,22,Sales,1,0,4359,5,2,No,1.8,No,3,16,0,0.42239533100792465,Medium Risk
EMP5359,35,Sales,3,8,9582,4,2,Yes,12.3,No,3,9,0,0.5781700976328109,Medium Risk
EMP5360,37,Sales,3,5,8699,3,2,No,2.8,No,3,20,1,0.47695259987267025,Medium Risk
EMP5361,39,Sales,1,0,4431,2,2,Yes,1.7,No,3,17,1,0.7763565463265356,High Risk
EMP5362,38,Engineering,3,12,12477,2,2,No,1.3,No,2,12,0,0.5026555439954288,Medium Risk
EMP5363,28,IT,1,1,6250,5,3,No,5.4,No,2,5,0,0.3605178675485438,Medium Risk
EMP5364,36,Engineering,1,1,6141,3,3,Yes,5.2,No,4,10,0,0.6462222446033159,High Risk
EMP5365,23,Operations,1,0,4037,2,2,No,9.7,No,2,20,0,0.638476943813082,High Risk
EMP5366,51,Sales,3,9,9212,2,2,No,10.1,No,2,18,0,0.5626030538945418,Medium Risk
EMP5367,34,HR,3,6,7681,3,3,No,12.0,Yes,2,12,0,0.2644684657819977,Low Risk
EMP5368,33,Sales,2,2,6898,4,3,No,19.2,No,3,12,0,0.42534291664791113,Medium Risk
EMP5369,53,Sales,5,16,14383,2,3,No,2.9,No,3,20,0,0.3832291492703844,Medium Risk
EMP5370,25,Sales,2,3,6746,2,4,No,4.5,No,3,16,0,0.4289450933398793,Medium Risk
EMP5371,26,Engineering,2,4,9468,5,2,No,4.9,Yes,3,12,0,0.340890998783373,Medium Risk
EMP5372,27,Sales,1,4,5105,4,3,No,7.1,No,1,15,0,0.4374069627793906,Medium Risk
EMP5373,37,IT,2,9,9632,2,3,No,10.3,Yes,1,16,0,0.47364749429330055,Medium Risk
EMP5374,42,Engineering,3,13,12465,4,2,Yes,17.8,No,4,18,0,0.5872307602948462,Medium Risk
EMP5375,45,Operations,4,10,11339,3,2,No,9.4,No,2,24,0,0.4807944062170048,Medium Risk
EMP5376,60,IT,2,9,9551,5,4,Yes,2.8,No,3,9,0,0.45935610084203893,Medium Risk
EMP5377,22,Finance,1,0,5693,3,1,No,23.1,No,3,12,0,0.5985035100107705,Medium Risk
EMP5378,44,IT,3,6,11373,2,3,No,11.7,No,3,18,0,0.5052797864767324,Medium Risk
EMP5379,32,Sales,2,9,7692,4,4,No,4.4,No,1,9,0,0.3131846785979926,Medium Risk
EMP5380,32,Operations,3,7,8740,2,2,No,13.0,Yes,2,9,0,0.48834688697803535,Medium Risk
EMP5381,31,Engineering,1,0,4973,3,4,Yes,4.2,No,2,20,0,0.5993595810291886,Medium Risk
EMP5382,28,HR,2,5,6561,5,4,No,3.5,No,3,15,0,0.189763446127112,Low Risk
EMP5383,54,Marketing,4,16,13044,3,2,No,6.8,No,3,18,0,0.4389423093463307,Medium Risk
EMP5384,46,IT,3,20,13324,3,2,Yes,12.7,No,4,7,0,0.584795297435074,Medium Risk
EMP5385,38,IT,1,2,5772,2,4,No,10.6,No,3,13,0,0.4882136217188238,Medium Risk
EMP5386,51,Sales,3,25,12265,4,3,No,4.6,No,2,23,0,0.32233430260808016,Medium Risk
EMP5387,22,Engineering,1,0,5603,2,4,No,23.5,No,2,16,1,0.5031755290202606,Medium Risk
EMP5388,24,Operations,1,2,4352,3,4,Yes,19.7,No,3,13,0,0.6187582590279127,High Risk
EMP5389,22,Finance,1,0,5175,4,2,No,7.2,No,3,16,0,0.44733629718475854,Medium Risk
EMP5390,31,Sales,2,7,6979,2,1,Yes,29.9,No,2,16,0,0.7943638121008021,High Risk
EMP5391,39,Engineering,3,5,11184,4,3,No,12.0,No,2,16,0,0.3885273564368126,Medium Risk
EMP5392,39,Operations,2,8,6458,4,4,No,6.2,No,4,12,0,0.312175882329284,Medium Risk
EMP5393,39,Finance,4,10,13318,2,2,No,34.3,Yes,3,16,0,0.46259522727339636,Medium Risk
EMP5394,23,Engineering,1,1,6246,2,4,No,5.9,No,1,18,0,0.4897429406122434,Medium Risk
